name,lei,title,cusip,isin,ticker,other_identifier,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,maturityDt,couponKind,annualizedRt,isDefault,areIntrstPmntsInArrs,isPaidKind,isCashCollateral,isNonCashCollateral,isLoanByFund
Herschend/Harlem 5/25 Cov-Lite TLB,N/A,Herschend/Harlem 5/25 Cov-Lite TLB,42778EAG6,,,LX263414,302919.21,PA,USD,304748.84,0.066265402556,Long,LON,CORP,US,N,2,2032-05-27,Floating,7.5715092,N,N,N,N,N,N
Roper Technologies/Indicor 12/24 (USD) Cov-Lite TL,N/A,Roper Technologies/Indicor 12/24 (USD) Cov-Lite TL,77669LAK9,,,LX255766,1536335.45,PA,USD,1532018.35,0.333126166079,Long,LON,CORP,US,N,2,2029-11-22,Floating,7.0456104,N,N,N,N,N,N
South Field Energy 2/25 TLC,N/A,South Field Energy 2/25 TLC,83783XAE6,,,LX259397,85488.02,PA,USD,85808.6,0.018658451404,Long,LON,CORP,US,N,2,2031-08-29,Floating,7.5456108,N,N,N,N,N,N
Oaktree CLO Ltd,N/A,OAKCL 2022-3A ER,67401WAE3,US67401WAE30,OAKCL,,2000000,PA,USD,2012690.4,0.437644781772,Long,ABS-CBDO,CORP,KY,Y,2,2037-10-15,Floating,10.75610159,N,N,N,N,N,N
Action Enviro/Interstate Waste Sv 9/23 Cov-Lite TL,N/A,Action Enviro/Interstate Waste Sv 9/23 Cov-Lite TL,00507JAF3,,,LX217253,426069.33,PA,USD,426069.33,0.092645654268,Long,LON,CORP,US,N,2,2030-10-24,Floating,8.04561119,N,N,N,N,N,N
Dave & Buster's 9/24 TLB,N/A,Dave & Buster's 9/24 TLB,23833EAY0,,,LX247417,1005553.04,PA,USD,957417.22,0.208183360099,Long,LON,CORP,US,N,2,2031-11-01,Floating,7.5624984,N,N,N,N,N,N
Culligan 12/24 TLB,N/A,Culligan 12/24 TLB,00132UAP9,,,LX255436,3173831.45,PA,USD,3167261.62,0.68869783475,Long,LON,CORP,US,N,2,2028-07-31,Floating,7.3241316,N,N,N,N,N,N
CORNERSTONE BUILDING,549300IW41QEWQ6T0H29,"Cornerstone Building Brands, Inc. TLB",72431HAD2,US72431HAD26,CNR,LX193695,1355813.28,PA,USD,1206673.82,0.262382381624,Long,LON,CORP,US,N,2,2028-04-12,Floating,7.66176119,N,N,N,N,N,N
Drake Software/Taxwell 6/24 TLB,N/A,Drake Software/Taxwell 6/24 TLB,23344UAF7,,,LX235361,2420571.61,PA,USD,2408468.75,0.523703884363,Long,LON,CORP,US,N,2,2031-06-26,Floating,8.54916839,N,N,N,N,N,N
RLG HOLDINGS LLC,254900Y6CDN3X5BPSO77,"RLG Holdings, Inc. TL 1L",74970AAB4,US74970AAB44,RESLAB,LX195988,1322431.34,PA,USD,1101479.51,0.239508649607,Long,LON,CORP,US,N,2,2028-07-07,Floating,8.69128919,N,N,N,N,N,N
AMR 5/25 TLB,N/A,AMR 5/25 TLB,02376CBT1,,,LX263145,1081528.67,PA,USD,1087477.08,0.23646392379,Long,LON,CORP,US,N,2,2032-05-28,Floating,7.57994039,N,N,N,N,N,N
CIFC Funding Ltd,N/A,CIFC 2019-6A ER,12556CAE6,US12556CAE66,CIFC,,700000,PA,USD,706895.49,0.153709245325,Long,ABS-CBDO,CORP,KY,Y,2,2037-07-16,Floating,10.5105384,N,N,N,N,N,N
CIFC Funding Ltd,635400OB7ZCBUWDQNV87,CIFC 2018-3A SUB,12552BAE2,US12552BAE20,CIFC,,3000000,PA,USD,559590.3,0.121678810971,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Anchorage Capital CLO LTD,54930014PVHLSZJQK139,ANCHC 2015-7A SUBA,03328UAJ1,US03328UAJ16,ANCHC,,1750000,PA,USD,459305,0.099872507213,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Osttra 5/25 Cov-Lite TL,N/A,Osttra 5/25 Cov-Lite TL,N/A,,,LX262390,668136.14,PA,USD,670140.55,0.145717152902,Long,LON,CORP,GB,N,2,2032-05-20,Floating,,N,N,N,N,N,N
ASURION LLC,549300KNQVXGIOXWK278,"ASURION, LLC TL",04649VAY6,US04649VAY65,ASUCOR,LX192293,1238223.37,PA,USD,1236415.56,0.268849505088,Long,LON,CORP,US,N,2,2027-07-31,Floating,7.6912884,N,N,N,N,N,N
Oak Hill Credit,N/A,OAKC 2020-5A ER,67113NAE2,US67113NAE22,OAKC,,1000000,PA,USD,1007943.8,0.219169994744,Long,ABS-CBDO,CORP,KY,Y,2,2037-10-18,Floating,9.66947039,N,N,N,N,N,N
Magenta Buyer LLC (McAfee) Second Out TL (8/15/24),N/A,Magenta Buyer LLC (McAfee) Second Out TL (8/15/24),55909UAF6,,,LX242115,383562.65,PA,USD,176630.6,0.038407029909,Long,LON,CORP,US,N,2,2028-07-27,Floating,11.5507512,N,N,N,N,N,N
Achilles/OneDigital Health 1/25 TL,N/A,Achilles/OneDigital Health 1/25 TL,68277FAN9,,,LX258114,4086803.69,PA,USD,4075319.77,0.886148426701,Long,LON,CORP,US,N,2,2031-07-02,Floating,7.32681,N,N,N,N,N,N
MEDLINE BORROWER LP,254900QT3R363TVK6F09,MEDLINE BORROWER MEDIND 3 7/8 04/01/29,62482BAA0,US62482BAA08,MEDIND,,727000,PA,USD,697557.94,0.151678863488,Long,DBT,CORP,US,Y,2,2029-04-01,Fixed,3.875,N,N,N,N,N,N
CIFC Funding Ltd,N/A,CIFC 2022-4A INC,12567YAA3,US12567YAA38,CIFC,,2500000,PA,USD,1640000,0.356605984759,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Alera Group 5/25 2nd Lien Cov-Lite TL,N/A,Alera Group 5/25 2nd Lien Cov-Lite TL,N/A,,,LX263486,750000,PA,USD,763747.5,0.166071298381,Long,LON,CORP,US,N,2,2033-05-30,Floating,9.8268084,N,N,N,N,N,N
Groundworks 3/24 Cov-Lite TL,N/A,Groundworks 3/24 Cov-Lite TL,39954EAB9,,,LX227467,1486720.4,PA,USD,1485605.36,0.323034001443,Long,LON,CORP,US,N,2,2031-03-14,Floating,7.3214316,N,N,N,N,N,N
SPX Flow 12/24 Cov-Lite TLB,N/A,SPX Flow 12/24 Cov-Lite TLB,78470DAV0,,,LX255419,1997846.84,PA,USD,2003760.47,0.435703033918,Long,LON,CORP,US,N,2,2029-04-05,Floating,7.32681,N,N,N,N,N,N
Tectum Holdings/Truck Hero 9/23 Incremental TL,N/A,Tectum Holdings/Truck Hero 9/23 Incremental TL,89778PAH0,,,LX217235,478872.28,PA,USD,434337.16,0.094443433328,Long,LON,CORP,US,N,2,2028-01-31,Floating,9.44129159,N,N,N,N,N,N
Clover CLO,N/A,CLVR 2021-3A ER,18915FAJ1,US18915FAJ12,CLVR,,1000000,PA,USD,993324.7,0.215991178554,Long,ABS-CBDO,CORP,US,Y,2,2035-01-25,Floating,9.1817712,N,N,N,N,N,N
Madison Park Funding Ltd,N/A,MDPK 2016-20A SUB,55819UAC2,US55819UAC27,MDPK,,1740000,PA,USD,372046.8,0.080898850908,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Carlyle Global Market Strategi,N/A,CGMS 2023-2A SUB,14318HAC4,US14318HAC43,CGMS,,4534341,PA,USD,4118813.99,0.895605926185,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Curium 9/24 TLB,N/A,Curium 9/24 TLB,N/A,,,LX248960,29320.8,PA,USD,,,Long,LON,CORP,US,N,2,2025-09-02,Floating,14.3298288,Y,N,N,N,N,N
Grant Thornton 5/25 Incremental Cov-Lite TLB,N/A,Grant Thornton 5/25 Incremental Cov-Lite TLB,38821UAF7,,,LX262974,461401.12,PA,USD,461862.52,0.1004286212,Long,LON,CORP,US,N,2,2031-06-02,Floating,7.32681,N,N,N,N,N,N
SABRE GLBL INC,F2TJC7HPPHLHU1AQMP98,Sabre GLBL Inc.TLB 1L,78571YBH2,US78571YBH27,SABHLD,LX203068,62205.61,PA,USD,61210.32,0.013309735634,Long,LON,CORP,US,N,2,2028-06-30,Floating,8.67680999,N,N,N,N,N,N
Ufinet/Zacapa 10/24 TL,N/A,Ufinet/Zacapa 10/24 TL,L9901EAG2,,,LX249953,3046415.96,PA,USD,3054032,0.664076883442,Long,LON,CORP,US,N,2,2029-03-22,Floating,8.04561119,N,N,N,N,N,N
Truist Insurance 5/24 2nd Lien TL,N/A,Truist Insurance 5/24 2nd Lien TL,89788VAE2,,,LX227767,750000,PA,USD,757972.5,0.16481556694,Long,LON,CORP,US,N,2,2032-05-06,Floating,9.0456084,N,N,N,N,N,N
Proofpoint 5/24 TL,N/A,Proofpoint 5/24 TL,74345HAG6,,,LX233467,1073145.61,PA,USD,1073263.66,0.233373319744,Long,LON,CORP,US,N,2,2028-08-31,Floating,7.32681,N,N,N,N,N,N
Anchorage Capital CLO LTD,549300AYL7KYENHY1C67,ANCHC 2021-20A SUB,03331QAE6,US03331QAE61,ANCHC,,1750000,PA,USD,770175,0.167468911165,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
GEN II Fund Services 11/24 TLB,N/A,GEN II Fund Services 11/24 TLB,69381MAB1,,,LX252081,519637.78,PA,USD,519637.78,0.112991428204,Long,LON,CORP,US,N,2,2031-11-26,Floating,6.9666012,N,N,N,N,N,N
Harmony-Peace Park CLO,2138009L3HEW9A8LDJ44,HPPK 2024-1A SUB,412914AC7,US412914AC73,HPPK,,5275000,PA,USD,4233504,0.920544428599,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
Proofpoint 6/25 Add-On TL,N/A,Proofpoint 6/25 Add-On TL,74345HAJ0,,,LX263572,34695.43,PA,USD,34699.25,0.007545097693,Long,LON,CORP,US,N,2,2028-08-31,Floating,,N,N,N,N,N,N
ALTICE FINANCING SA,549300DIYGW8HVDF7Q17,ALTICE FINANCING ALTICE 5 3/4 08/15/29,02154CAH6,US02154CAH60,ALTICE,,1197000,PA,USD,873547.86,0.189946582225,Long,DBT,CORP,LU,Y,2,2029-08-15,Fixed,5.75,N,N,N,N,N,N
CARESTREAM 10/22 EQUITY,N/A,CARESTREAM 10/22 EQUITY,N/A,,,LX208603 00900,872.84,NS,USD,1036.5,0.000225379331,Long,EC,CORP,US,N,2,,,,,,,N,N,N
Regatta XIX Funding Ltd,N/A,REG19 2022-1A SUB,75888CAE2,US75888CAE21,REG19,,10017000,PA,USD,6484004.1,1.409899187356,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Apidos CLO Ltd,25490046M6DC4604K633,APID 2024-48A SUB,03770XAE9,US03770XAE94,APID,,9000000,PA,USD,6841980,1.487738424148,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
"Nyack Park CLO, Ltd.",N/A,NYKPK 2021-1A SUB,67080QAC8,US67080QAC87,NYKPK,,1000000,PA,USD,562990,0.122418050829,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
"Mavenir Systems, Inc December New Money Initial TL",N/A,"Mavenir Systems, Inc December New Money Initial TL",N/A,,,LX256551,40490.18,PA,USD,,,Long,LON,CORP,US,N,2,2025-09-02,Floating,14.3184708,Y,N,N,N,N,N
"Fusion Buyer, LLC - Term Facility (eff 6/5/2025)",N/A,"Fusion Buyer, LLC - Term Facility (eff 6/5/2025)",N/A,,,LX264655,396319.38,PA,USD,388392.99,0.084453210166,Long,LON,CORP,US,N,2,2023-06-06,Floating,,N,N,N,N,N,N
CIFC Funding Ltd,N/A,CIFC 2020-2A INC,12547KAA8,US12547KAA88,CIFC,,1000000,PA,USD,555710,0.120835068165,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
COVETRUS INC,5493009S30DUFCF75V87,"CORGI BIDCO, INC. TL 1L",22304EAC0,US22304EAC03,CVET,LX207942,1222857.95,PA,USD,1098786.78,0.238923135196,Long,LON,CORP,US,N,2,2029-10-13,Floating,9.29561039,N,N,N,N,N,N
CIFC Funding Ltd,5493001TP5YQV9X08Z14,CIFC 2015-1A ERR,12548NAQ6,US12548NAQ60,CIFC,,500000,PA,USD,500165.05,0.10875722573,Long,ABS-CBDO,CORP,KY,Y,2,2031-01-22,Floating,10.53398879,N,N,N,N,N,N
Styrolution/Ineos Quattro 11/23 Cov-Lite TLB,N/A,Styrolution/Ineos Quattro 11/23 Cov-Lite TLB,G4770MAL8,,,LX219178,1395306.7,PA,USD,1295891.1,0.281782025522,Long,LON,CORP,US,N,2,2029-04-02,Floating,8.67680999,N,N,N,N,N,N
Madison Park Funding Ltd,N/A,MDPK 2021-48A E,55821WAA8,US55821WAA80,MDPK,,1500000,PA,USD,1501110.6,0.326405502283,Long,ABS-CBDO,CORP,KY,Y,2,2033-04-19,Floating,10.7810784,N,N,N,N,N,N
Alera Group 5/25 Cov-Lite TL,N/A,Alera Group 5/25 Cov-Lite TL,N/A,,,LX263485,1189995.38,PA,USD,1193267.87,0.259467356014,Long,LON,CORP,US,N,2,2032-05-30,Floating,7.5768084,N,N,N,N,N,N
Zelis/RedCard 10/24 TLB,N/A,Zelis/RedCard 10/24 TLB,98932TAH6,,,LX250358,2551437,PA,USD,2535133.32,0.551246167118,Long,LON,CORP,US,N,2,2031-11-26,Floating,7.5768084,N,N,N,N,N,N
GRAY MEDIA INC,529900TM5726KDN7UU35,GRAY MEDIA GTN 5 3/8 11/15/31,389286AA3,US389286AA34,GTN,,750000,PA,USD,558750,0.121496093892,Long,DBT,CORP,US,Y,2,2031-11-15,Fixed,5.375,N,N,N,N,N,N
Endo Pharmaceuticals 10/24 TLB,N/A,Endo Pharmaceuticals 10/24 TLB,29280UAD5,,,LX250342,2118090.13,PA,USD,2113324.43,0.459526914314,Long,LON,CORP,US,N,2,2031-04-23,Floating,8.3268108,N,N,N,N,N,N
Neuberger Berman CLO Ltd,2549000I5N6JRKAGRP48,NEUB 2024-57A E,64135YAA7,US64135YAA73,NEUB,,1875000,PA,USD,1892837.06,0.411583551079,Long,ABS-CBDO,CORP,KY,Y,2,2038-10-24,Floating,9.77518079,N,N,N,N,N,N
Anchorage Capital CLO LTD,54930063NKPB83QNUF90,ANCHC 2021-21A ER,03331LAJ6,US03331LAJ61,ANCHC,,2000000,PA,USD,1965779.4,0.42744432851,Long,ABS-CBDO,CORP,KY,Y,2,2034-10-20,Floating,10.51947,N,N,N,N,N,N
ClubCorp Holdings 10/23 Cov-Lite TLB2,N/A,ClubCorp Holdings 10/23 Cov-Lite TLB2,18948TAF0,,,LX219228,757425.25,PA,USD,757046.54,0.164614223722,Long,LON,CORP,US,N,2,2026-09-18,Floating,9.55721879,N,N,N,N,N,N
"Transdigm, Inc. 11/23 TLJ",N/A,"Transdigm, Inc. 11/23 TLJ",89364MCA0,,,LX219896,1074714.31,PA,USD,1076541.32,0.234086022897,Long,LON,CORP,US,N,2,2031-02-28,Floating,6.79560839,N,N,N,N,N,N
ALTICE FRANCE SA,5493001ZMCICV4N02J21,"Altice France S.A., TL",F6628DAN4,XAF6628DAN49,SFRFP,LX210659,1698711.74,PA,USD,1534972.92,0.33376861568,Long,LON,CORP,FR,N,2,2028-08-15,Floating,9.7561008,Y,N,N,N,N,N
Benefit Street Partners CLO Lt,549300VHDAICRAGZNJ35,BSP 2022-28A ER,08181RAE4,US08181RAE45,BSP,,2000000,PA,USD,1988792.6,0.432448380246,Long,ABS-CBDO,CORP,JE,Y,2,2037-10-20,Floating,9.66947039,N,N,N,N,N,N
Kaseya 3/25 Cov-Lite TL,N/A,Kaseya 3/25 Cov-Lite TL,48578AAB4,,,LX259600,1463381.96,PA,USD,1468415.99,0.319296298872,Long,LON,CORP,US,N,2,2032-03-20,Floating,7.5768084,N,N,N,N,N,N
Staples 5/24 Cov-Lite TLB,N/A,Staples 5/24 Cov-Lite TLB,855031AU4,,,LX233216,269689.83,PA,USD,248306.12,0.053992346612,Long,LON,CORP,US,N,2,2029-09-04,Floating,10.0259208,N,N,N,N,N,N
Brand Energy/BrandSafway 4/24 TLB,N/A,Brand Energy/BrandSafway 4/24 TLB,10524MAS6,,,LX229219,1888600.85,PA,USD,1573204.51,0.342081794827,Long,LON,CORP,US,N,2,2030-08-01,Floating,8.7759216,N,N,N,N,N,N
